firstName,lastName,temporaryDisplayName,personId,teamId,jersey,pos,heightFeet,heightInches,heightMeters,weightPounds,weightKilograms,dateOfBirthUTC,nbaDebutYear,yearsPro,collegeName,lastAffiliation,country
Jock,Landale,"Landale, Jock",1629111,1610612759,34,C,6,11,2.11,255.0,115.7,1995-10-25,2021,0,                                   ,Australia/Australia,Australia
Wenyen,Gabriel,"Gabriel, Wenyen",1629117,1610612747,35,F,6,9,2.06,205.0,93.0,1997-03-26,2019,2,Kentucky,Kentucky/South Sudan,South Sudan
Duncan,Robinson,"Robinson, Duncan",1629130,1610612748,55,F,6,7,2.01,215.0,97.5,1994-04-22,2018,3,Michigan,Michigan/USA,USA
Kendrick,Nunn,"Nunn, Kendrick",1629134,1610612747,12,G,6,2,1.88,190.0,86.2,1995-08-03,2019,2,Oakland,Oakland/USA,USA
Yuta,Watanabe,"Watanabe, Yuta",1629139,1610612761,18,G-F,6,9,2.06,215.0,97.5,1994-10-13,2018,3,George Washington,George Washington/Japan,Japan
Jordan,McLaughlin,"McLaughlin, Jordan",1629162,1610612750,6,G,5,11,1.8,185.0,83.9,1996-04-09,2019,2,Southern California,Southern California/USA,USA
Brandon,Goodwin,"Goodwin, Brandon",1629164,1610612739,0,G,6,0,1.83,180.0,81.6,1995-10-02,2018,3,Florida Gulf Coast,Florida Gulf Coast/USA,USA
Chris,Chiozza,"Chiozza, Chris",1629185,1610612744,2,G,5,11,1.8,175.0,79.4,1995-11-21,2018,3,Florida,Florida/USA,USA
Gabe,Vincent,"Vincent, Gabe",1629216,1610612748,2,G,6,3,1.9,200.0,90.7,1996-06-14,2019,2,California-Santa Barbara,California-Santa Barbara/USA,USA
Juan,Toscano-Anderson,"Toscano-Anderson, Juan",1629308,1610612744,95,F,6,6,1.98,209.0,94.8,1993-04-10,2019,2,Marquette,Marquette/USA,USA
Haywood,Highsmith,"Highsmith, Haywood",1629312,1610612748,24,F,6,4,1.93,220.0,99.8,1996-12-09,2018,1,Wheeling Jesuit,Wheeling Jesuit/USA,USA
Amir,Coffey,"Coffey, Amir",1629599,1610612746,7,G-F,6,7,2.01,210.0,95.3,1997-06-17,2019,2,Minnesota,Minnesota/USA,USA
CJ,Elleby,"Elleby, CJ",1629604,1610612757,16,F-G,6,6,1.98,200.0,90.7,2000-06-16,2020,1,Washington State,Washington State/USA,USA
Jared,Harper,"Harper, Jared",1629607,1610612740,2,G,5,10,1.78,175.0,79.4,1997-09-14,2019,2,Auburn,Auburn/USA,USA
Terance,Mann,"Mann, Terance",1629611,1610612746,14,G-F,6,5,1.96,215.0,97.5,1996-10-18,2019,2,Florida State,Florida State/USA,USA
Myles,Powell,"Powell, Myles",1629619,1610612755,5,G,6,2,1.88,195.0,88.5,1997-07-07,2021,0,Seton Hall,Seton Hall/USA,USA
Max,Strus,"Strus, Max",1629622,1610612748,31,G-F,6,5,1.96,215.0,97.5,1996-03-28,2019,2,DePaul,DePaul/USA,USA
Lindell,Wigginton,"Wigginton, Lindell",1629623,1610612749,28,G,6,1,1.85,189.0,85.7,1998-03-28,2021,0,Iowa State,Iowa State/Canada,Canada
Bol,Bol,"Bol, Bol",1629626,1610612753,10,C-F,7,2,2.18,220.0,99.8,1999-11-16,2019,2,Oregon,Oregon/Sudan,Sudan
Zion,Williamson,"Williamson, Zion",1629627,1610612740,1,F,6,6,1.98,284.0,128.8,2000-07-06,2019,2,Duke,Duke/USA,USA
RJ,Barrett,"Barrett, RJ",1629628,1610612752,9,F-G,6,6,1.98,214.0,97.1,2000-06-14,2019,2,Duke,Duke/Canada,Canada
Cam,Reddish,"Reddish, Cam",1629629,1610612752,21,F-G,6,8,2.03,217.0,98.4,1999-09-01,2019,2,Duke,Duke/USA,USA
Ja,Morant,"Morant, Ja",1629630,1610612763,12,G,6,3,1.9,174.0,78.9,1999-08-10,2019,2,Murray State,Murray State/USA,USA
De'Andre,Hunter,"Hunter, De'Andre",1629631,1610612737,12,F-G,6,8,2.03,221.0,100.2,1997-12-02,2019,2,Virginia,Virginia/USA,USA
Coby,White,"White, Coby",1629632,1610612741,0,G,6,4,1.93,195.0,88.5,2000-02-16,2019,2,North Carolina,North Carolina/USA,USA
Jarrett,Culver,"Culver, Jarrett",1629633,1610612763,23,G-F,6,6,1.98,195.0,88.5,1999-02-20,2019,2,Texas Tech,Texas Tech/USA,USA
Brandon,Clarke,"Clarke, Brandon",1629634,1610612763,15,F,6,8,2.03,215.0,97.5,1996-09-19,2019,2,Gonzaga,Gonzaga/Canada,Canada
Darius,Garland,"Garland, Darius",1629636,1610612739,10,G,6,1,1.85,192.0,87.1,2000-01-26,2019,2,Vanderbilt,Vanderbilt/USA,USA
Jaxson,Hayes,"Hayes, Jaxson",1629637,1610612740,10,C-F,6,11,2.11,220.0,99.8,2000-05-23,2019,2,Texas-Austin,Texas-Austin/USA,USA
Nickeil,Alexander-Walker,"Alexander-Walker, Nickeil",1629638,1610612762,6,G,6,5,1.96,205.0,93.0,1998-09-02,2019,2,Virginia Tech,Virginia Tech/Canada,Canada
Tyler,Herro,"Herro, Tyler",1629639,1610612748,14,G,6,5,1.96,195.0,88.5,2000-01-20,2019,2,Kentucky,Kentucky/USA,USA
Keldon,Johnson,"Johnson, Keldon",1629640,1610612759,3,F-G,6,6,1.98,220.0,99.8,1999-10-11,2019,2,Kentucky,Kentucky/USA,USA
Romeo,Langford,"Langford, Romeo",1629641,1610612759,35,G-F,6,5,1.96,216.0,98.0,1999-10-25,2019,2,Indiana,Indiana/USA,USA
Nassir,Little,"Little, Nassir",1629642,1610612757,9,F-G,6,5,1.96,220.0,99.8,2000-02-11,2019,2,North Carolina,North Carolina/USA,USA
Chuma,Okeke,"Okeke, Chuma",1629643,1610612753,3,F,6,6,1.98,229.0,103.9,1998-08-18,2020,1,Auburn,Auburn/USA,USA
Kevin,Porter Jr.,"Porter Jr., Kevin",1629645,1610612745,3,G-F,6,4,1.93,203.0,92.1,2000-05-04,2019,2,Southern California,Southern California/USA,USA
Charles,Bassey,"Bassey, Charles",1629646,1610612755,23,C-F,6,9,2.06,230.0,104.3,2000-10-28,2021,0,Western Kentucky,Western Kentucky/Nigeria,Nigeria
Darius,Bazley,"Bazley, Darius",1629647,1610612760,7,F,6,8,2.03,208.0,94.3,2000-06-12,2019,2,Princeton HS (OH),Princeton HS (OH)/USA,USA
Ignas,Brazdeikis,"Brazdeikis, Ignas",1629649,1610612753,17,F,6,6,1.98,221.0,100.2,1999-01-08,2019,2,Michigan,Michigan/Canada,Canada
Moses,Brown,"Brown, Moses",1629650,1610612739,6,C,7,2,2.18,245.0,111.1,1999-10-13,2019,2,UCLA,UCLA/USA,USA
Nic,Claxton,"Claxton, Nic",1629651,1610612751,33,F-C,6,11,2.11,215.0,97.5,1999-04-17,2019,2,Georgia,Georgia/USA,USA
Luguentz,Dort,"Dort, Luguentz",1629652,1610612760,5,G,6,3,1.9,215.0,97.5,1999-04-19,2019,2,Arizona State,Arizona State/Canada,Canada
Daniel,Gafford,"Gafford, Daniel",1629655,1610612764,21,F-C,6,9,2.06,234.0,106.1,1998-10-01,2019,2,Arkansas,Arkansas/USA,USA
Quentin,Grimes,"Grimes, Quentin",1629656,1610612752,6,G,6,4,1.93,210.0,95.3,2000-05-08,2021,0,Houston,Houston/USA,USA
Talen,Horton-Tucker,"Horton-Tucker, Talen",1629659,1610612747,5,G,6,4,1.93,234.0,106.1,2000-11-25,2019,2,Iowa State,Iowa State/USA,USA
Ty,Jerome,"Jerome, Ty",1629660,1610612760,16,G-F,6,5,1.96,195.0,88.5,1997-07-08,2019,2,Virginia,Virginia/USA,USA
Cameron,Johnson,"Johnson, Cameron",1629661,1610612756,23,F,6,8,2.03,210.0,95.3,1996-03-03,2019,2,North Carolina,North Carolina/USA,USA
Jalen,McDaniels,"McDaniels, Jalen",1629667,1610612766,6,F-C,6,9,2.06,205.0,93.0,1998-01-31,2019,2,San Diego State,San Diego State/USA,USA
Jaylen,Nowell,"Nowell, Jaylen",1629669,1610612750,4,G,6,4,1.93,201.0,91.2,1999-07-09,2019,2,Washington,Washington/USA,USA
Jordan,Nwora,"Nwora, Jordan",1629670,1610612749,13,F,6,8,2.03,225.0,102.1,1998-09-09,2020,1,Louisville,Louisville/USA,USA
Eric,Paschall,"Paschall, Eric",1629672,1610612762,0,F,6,6,1.98,255.0,115.7,1996-11-04,2019,2,Villanova,Villanova/USA,USA
Jordan,Poole,"Poole, Jordan",1629673,1610612744,3,G,6,4,1.93,194.0,88.0,1999-06-19,2019,2,Michigan,Michigan/USA,USA
Neemias,Queta,"Queta, Neemias",1629674,1610612758,88,C,7,0,2.13,248.0,112.5,1999-07-13,2021,0,Utah State,Utah State/Portugal,Portugal
Naz,Reid,"Reid, Naz",1629675,1610612750,11,C-F,6,9,2.06,264.0,119.8,1999-08-26,2019,2,Louisiana State,Louisiana State/USA,USA
Isaiah,Roby,"Roby, Isaiah",1629676,1610612760,22,F,6,8,2.03,230.0,104.3,1998-02-03,2019,2,Nebraska-Lincoln,Nebraska-Lincoln/USA,USA
Admiral,Schofield,"Schofield, Admiral",1629678,1610612753,25,F,6,5,1.96,241.0,109.3,1997-03-30,2019,1,Tennessee,Tennessee/United Kingdom,United Kingdom
Matisse,Thybulle,"Thybulle, Matisse",1629680,1610612755,22,G-F,6,5,1.96,201.0,91.2,1997-03-04,2019,2,Washington,Washington/USA,USA
Killian,Tillie,"Tillie, Killian",1629681,1610612763,35,F-C,6,9,2.06,220.0,99.8,1998-03-05,2020,1,Gonzaga,Gonzaga/France,France
Quinndary,Weatherspoon,"Weatherspoon, Quinndary",1629683,1610612744,15,G,6,3,1.9,205.0,93.0,1996-09-10,2019,2,Mississippi State,Mississippi State/USA,USA
Grant,Williams,"Williams, Grant",1629684,1610612738,12,F,6,6,1.98,236.0,107.0,1998-11-30,2019,2,Tennessee,Tennessee/USA,USA
Dylan,Windler,"Windler, Dylan",1629685,1610612739,9,G-F,6,6,1.98,196.0,88.9,1996-09-22,2020,1,Belmont,Belmont/USA,USA
Didi,Louzada,"Louzada, Didi",1629712,1610612757,35,G,6,5,1.96,188.0,85.3,1999-07-02,2020,1,Sydney Kings,Sydney Kings/Brazil,Brazil
Armoni,Brooks,"Brooks, Armoni",1629717,1610612761,1,G,6,3,1.9,195.0,88.5,1998-06-05,2020,1,Houston,Houston/USA,USA
Charlie,Brown Jr.,"Brown Jr., Charlie",1629718,1610612755,16,G,6,6,1.98,199.0,90.3,1997-02-02,2019,2,St. Joseph's (PA),St. Joseph's (PA)/USA,USA
Devontae,Cacok,"Cacok, Devontae",1629719,1610612759,18,F,6,7,2.01,240.0,108.9,1996-10-08,2019,2,North Carolina-Wilmington,North Carolina-Wilmington/USA,USA
John,Konchar,"Konchar, John",1629723,1610612763,46,G,6,5,1.96,210.0,95.3,1996-03-22,2019,2,Indiana-Purdue Fort Wayne,Indiana-Purdue Fort Wayne/USA,USA
Garrison,Mathews,"Mathews, Garrison",1629726,1610612745,25,G,6,5,1.96,215.0,97.5,1996-10-24,2019,2,Lipscomb,Lipscomb/USA,USA
Rayjon,Tucker,"Tucker, Rayjon",1629730,1610612749,59,G,6,3,1.9,209.0,94.8,1997-09-24,2019,2,Arkansas-Little Rock,Arkansas-Little Rock/USA,USA
Dean,Wade,"Wade, Dean",1629731,1610612739,32,F-C,6,9,2.06,228.0,103.4,1996-11-20,2019,2,Kansas State,Kansas State/USA,USA
Matt,Thomas,"Thomas, Matt",1629744,1610612741,21,G,6,3,1.9,190.0,86.2,1994-08-04,2019,2,Iowa State,Iowa State/USA,USA
Javonte,Green,"Green, Javonte",1629750,1610612741,24,G-F,6,5,1.96,205.0,93.0,1993-07-23,2019,2,Radford,Radford/USA,USA
Juwan,Morgan,"Morgan, Juwan",1629752,1610612738,16,F,6,7,2.01,232.0,105.2,1997-04-17,2019,2,Indiana,Indiana/USA,USA
Keljin,Blevins,"Blevins, Keljin",1629833,1610612757,21,G,6,4,1.93,200.0,90.7,1995-11-24,2020,1,Montana State,Montana State/USA,USA
Xavier,Moon,"Moon, Xavier",1629875,1610612746,15,G,6,2,1.88,165.0,74.8,1995-01-02,2021,0,Morehead State,Morehead State/USA,USA
Devin,Cannady,"Cannady, Devin",1629962,1610612753,30,G,6,2,1.88,183.0,83.0,1996-05-21,2020,1,Princeton,Princeton/USA,USA
Anthony,Edwards,"Edwards, Anthony",1630162,1610612750,1,G,6,4,1.93,225.0,102.1,2001-08-05,2020,1,Georgia,Georgia/USA,USA
LaMelo,Ball,"Ball, LaMelo",1630163,1610612766,2,G,6,7,2.01,180.0,81.6,2001-08-22,2020,1,Illawarra,Illawarra/USA,USA
James,Wiseman,"Wiseman, James",1630164,1610612744,33,C,7,0,2.13,240.0,108.9,2001-03-31,2020,1,Memphis,Memphis/USA,USA
Killian,Hayes,"Hayes, Killian",1630165,1610612765,7,G,6,5,1.96,195.0,88.5,2001-07-27,2020,1,Ratiopharm Ulm,Ratiopharm Ulm/France,France
Deni,Avdija,"Avdija, Deni",1630166,1610612764,9,F,6,9,2.06,210.0,95.3,2001-01-03,2020,1,Maccabi Tel Aviv,Maccabi Tel Aviv/Israel,Israel
Obi,Toppin,"Toppin, Obi",1630167,1610612752,1,F,6,9,2.06,220.0,99.8,1998-03-04,2020,1,Dayton,Dayton/USA,USA
Onyeka,Okongwu,"Okongwu, Onyeka",1630168,1610612737,17,F-C,6,8,2.03,240.0,108.9,2000-12-11,2020,1,Southern California,Southern California/USA,USA
Tyrese,Haliburton,"Haliburton, Tyrese",1630169,1610612754,0,G,6,5,1.96,185.0,83.9,2000-02-29,2020,1,Iowa State,Iowa State/USA,USA
Devin,Vassell,"Vassell, Devin",1630170,1610612759,24,G-F,6,5,1.96,200.0,90.7,2000-08-23,2020,1,Florida State,Florida State/USA,USA
Isaac,Okoro,"Okoro, Isaac",1630171,1610612739,35,F-G,6,5,1.96,225.0,102.1,2001-01-26,2020,1,Auburn,Auburn/USA,USA
Patrick,Williams,"Williams, Patrick",1630172,1610612741,44,F,6,7,2.01,215.0,97.5,2001-08-26,2020,1,Florida State,Florida State/USA,USA
Precious,Achiuwa,"Achiuwa, Precious",1630173,1610612761,5,F,6,8,2.03,225.0,102.1,1999-09-19,2020,1,Memphis,Memphis/Nigeria,Nigeria
Aaron,Nesmith,"Nesmith, Aaron",1630174,1610612738,26,G-F,6,5,1.96,215.0,97.5,1999-10-16,2020,1,Vanderbilt,Vanderbilt/USA,USA
Cole,Anthony,"Anthony, Cole",1630175,1610612753,50,G,6,3,1.9,185.0,83.9,2000-05-15,2020,1,North Carolina,North Carolina/USA,USA
Vernon,Carey Jr.,"Carey Jr., Vernon",1630176,1610612764,22,F-C,6,9,2.06,270.0,122.5,2001-02-25,2020,1,Duke,Duke/USA,USA
Theo,Maledon,"Maledon, Theo",1630177,1610612760,11,G,6,4,1.93,175.0,79.4,2001-06-12,2020,1,Asvel,Asvel/France,France
Tyrese,Maxey,"Maxey, Tyrese",1630178,1610612755,0,G,6,2,1.88,200.0,90.7,2000-11-04,2020,1,Kentucky,Kentucky/USA,USA
Tyrell,Terry,"Terry, Tyrell",1630179,1610612763,3,G,6,2,1.88,160.0,72.6,2000-09-28,2020,1,Stanford,Stanford/USA,USA
Saddiq,Bey,"Bey, Saddiq",1630180,1610612765,41,F,6,7,2.01,215.0,97.5,1999-04-09,2020,1,Villanova,Villanova/USA,USA
R.J.,Hampton,"Hampton, R.J.",1630181,1610612753,13,G,6,4,1.93,175.0,79.4,2001-02-07,2020,1,New Zealand Breakers,New Zealand Breakers/USA,USA
Josh,Green,"Green, Josh",1630182,1610612742,8,G,6,5,1.96,200.0,90.7,2000-11-16,2020,1,Arizona,Arizona/Australia,Australia
Jaden,McDaniels,"McDaniels, Jaden",1630183,1610612750,3,F,6,9,2.06,185.0,83.9,2000-09-29,2020,1,Washington,Washington/USA,USA
Kira,Lewis Jr.,"Lewis Jr., Kira",1630184,1610612740,13,G,6,1,1.85,170.0,77.1,2001-04-06,2020,1,Alabama,Alabama/USA,USA
Jalen,Smith,"Smith, Jalen",1630188,1610612754,25,F-C,6,10,2.08,215.0,97.5,2000-03-16,2020,1,Maryland,Maryland/USA,USA
Elijah,Hughes,"Hughes, Elijah",1630190,1610612757,19,G,6,5,1.96,215.0,97.5,1998-03-10,2020,1,Syracuse,Syracuse/USA,USA
Isaiah,Stewart,"Stewart, Isaiah",1630191,1610612765,28,F-C,6,8,2.03,250.0,113.4,2001-05-22,2020,1,Washington,Washington/USA,USA
Zeke,Nnaji,"Nnaji, Zeke",1630192,1610612743,22,F-C,6,9,2.06,240.0,108.9,2001-01-09,2020,1,Arizona,Arizona/USA,USA
Immanuel,Quickley,"Quickley, Immanuel",1630193,1610612752,5,G,6,3,1.9,190.0,86.2,1999-06-17,2020,1,Kentucky,Kentucky/USA,USA
Paul,Reed,"Reed, Paul",1630194,1610612755,44,F,6,9,2.06,210.0,95.3,1999-06-14,2020,1,DePaul,DePaul/USA,USA
Leandro,Bolmaro,"Bolmaro, Leandro",1630195,1610612750,9,F,6,6,1.98,200.0,90.7,2000-09-11,2021,0,FC Barcelona,FC Barcelona/Argentina,Argentina
Aleksej,Pokusevski,"Pokusevski, Aleksej",1630197,1610612760,17,F,7,0,2.13,190.0,86.2,2001-12-26,2020,1,Olympiacos,Olympiacos/Serbia,Serbia
Isaiah,Joe,"Joe, Isaiah",1630198,1610612755,7,G,6,4,1.93,165.0,74.8,1999-07-02,2020,1,Arkansas,Arkansas/USA,USA
Tre,Jones,"Jones, Tre",1630200,1610612759,33,G,6,1,1.85,185.0,83.9,2000-01-08,2020,1,Duke,Duke/USA,USA
Malachi,Flynn,"Flynn, Malachi",1630201,1610612761,22,G,6,1,1.85,175.0,79.4,1998-05-09,2020,1,San Diego State,San Diego State/USA,USA
Payton,Pritchard,"Pritchard, Payton",1630202,1610612738,11,G,6,1,1.85,195.0,88.5,1998-01-28,2020,1,Oregon,Oregon/USA,USA
Lamar,Stevens,"Stevens, Lamar",1630205,1610612739,8,F,6,6,1.98,230.0,104.3,1997-07-09,2020,1,Penn State,Penn State/USA,USA
Jay,Scrubb,"Scrubb, Jay",1630206,1610612746,0,G,6,5,1.96,220.0,99.8,2000-09-01,2020,1,John A. Logan,John A. Logan/USA,USA
Nate,Hinton,"Hinton, Nate",1630207,1610612754,14,G-F,6,5,1.96,210.0,95.3,1999-06-08,2020,1,Houston,Houston/USA,USA
Nick,Richards,"Richards, Nick",1630208,1610612766,14,C,7,0,2.13,245.0,111.1,1997-11-29,2020,1,Kentucky,Kentucky/Jamaica,Jamaica
Omer,Yurtseven,"Yurtseven, Omer",1630209,1610612748,77,C,6,11,2.11,275.0,124.7,1998-06-19,2021,0,Georgetown,Georgetown/Turkey,Turkey
Markus,Howard,"Howard, Markus",1630210,1610612743,0,G,5,10,1.78,175.0,79.4,1999-03-03,2020,1,Marquette,Marquette/USA,USA
Xavier,Tillman,"Tillman, Xavier",1630214,1610612763,2,F,6,8,2.03,245.0,111.1,1999-01-12,2020,1,Michigan State,Michigan State/USA,USA
Jared,Butler,"Butler, Jared",1630215,1610612762,13,G,6,3,1.9,193.0,87.5,2000-08-25,2021,0,Baylor,Baylor/USA,USA
Cassius,Winston,"Winston, Cassius",1630216,1610612764,5,G,6,1,1.85,185.0,83.9,1998-02-28,2020,1,Michigan State,Michigan State/USA,USA
Desmond,Bane,"Bane, Desmond",1630217,1610612763,22,G,6,5,1.96,215.0,97.5,1998-06-25,2020,1,TCU,TCU/USA,USA
Robert,Woodard II,"Woodard II, Robert",1630218,1610612759,28,F,6,6,1.98,235.0,106.6,1999-09-22,2020,1,Mississippi State,Mississippi State/USA,USA
Skylar,Mays,"Mays, Skylar",1630219,1610612737,4,G,6,4,1.93,205.0,93.0,1997-09-05,2020,1,Louisiana State,Louisiana State/USA,USA
Mason,Jones,"Jones, Mason",1630222,1610612747,40,G,6,4,1.93,200.0,90.7,1998-07-21,2020,1,Arkansas,Arkansas/USA,USA
Jalen,Green,"Green, Jalen",1630224,1610612745,0,G,6,4,1.93,186.0,84.4,2002-02-09,2021,0,NBA G League Ignite,NBA G League Ignite/USA,USA
Isaiah,Todd,"Todd, Isaiah",1630225,1610612764,14,F,6,9,2.06,219.0,99.3,2001-10-17,2021,0,NBA G League Ignite,NBA G League Ignite/USA,USA
Daishen,Nix,"Nix, Daishen",1630227,1610612745,15,G,6,4,1.93,226.0,102.5,2002-02-13,2021,0,NBA G League Ignite,NBA G League Ignite/USA,USA
Jonathan,Kuminga,"Kuminga, Jonathan",1630228,1610612744,0,F,6,7,2.01,225.0,102.1,2002-10-06,2021,0,NBA G League Ignite,NBA G League Ignite/DRC,DRC
Naji,Marshall,"Marshall, Naji",1630230,1610612740,8,F,6,7,2.01,220.0,99.8,1998-01-24,2020,1,Xavier,Xavier/USA,USA
Kenyon,Martin Jr.,"Martin Jr., Kenyon",1630231,1610612745,6,F,6,5,1.96,215.0,97.5,2001-01-06,2020,1,IMG Academy (FL),IMG Academy (FL)/USA,USA
Nathan,Knight,"Knight, Nathan",1630233,1610612750,13,F-C,6,10,2.08,253.0,114.8,1997-09-20,2020,1,William & Mary,William & Mary/USA,USA
Trent,Forrest,"Forrest, Trent",1630235,1610612762,3,G,6,4,1.93,210.0,95.3,1998-06-12,2020,1,Florida State,Florida State/USA,USA
Anthony,Lamb,"Lamb, Anthony",1630237,1610612745,33,F,6,6,1.98,227.0,103.0,1998-01-20,2020,1,Vermont,Vermont/USA,USA
Malik,Fitts,"Fitts, Malik",1630238,1610612738,8,F,6,5,1.96,230.0,104.3,1997-07-04,2020,1,St. Mary's College,St. Mary's College/USA,USA
Saben,Lee,"Lee, Saben",1630240,1610612765,38,G,6,2,1.88,183.0,83.0,1999-06-23,2020,1,Vanderbilt,Vanderbilt/USA,USA
Trevelin,Queen,"Queen, Trevelin",1630243,1610612745,21,G,6,6,1.98,190.0,86.2,1997-02-25,2021,0,New Mexico State,New Mexico State/USA,USA
Ayo,Dosunmu,"Dosunmu, Ayo",1630245,1610612741,12,G,6,4,1.93,200.0,90.7,2000-01-17,2021,0,Illinois,Illinois/USA,USA
Vit,Krejci,"Krejci, Vit",1630249,1610612760,27,G,6,8,2.03,195.0,88.5,2000-06-19,2021,0,Zaragoza,Zaragoza/Czech Republic,Czech Republic
Marko,Simonovic,"Simonovic, Marko",1630250,1610612741,19,C,6,11,2.11,220.0,99.8,1999-10-15,2021,0,Mega Basket,Mega Basket/Montenegro,Montenegro
Jae'Sean,Tate,"Tate, Jae'Sean",1630256,1610612745,8,F,6,4,1.93,230.0,104.3,1995-10-28,2020,1,Ohio State,Ohio State/USA,USA
Anthony,Gill,"Gill, Anthony",1630264,1610612764,16,F,6,7,2.01,230.0,104.3,1992-10-17,2020,1,Virginia,Virginia/USA,USA
Facundo,Campazzo,"Campazzo, Facundo",1630267,1610612743,7,G,5,10,1.78,195.0,88.5,1991-03-23,2020,1,Murcia,Murcia/Argentina,Argentina
Xavier,Sneed,"Sneed, Xavier",1630270,1610612762,19,F,6,5,1.96,215.0,97.5,1997-12-21,2021,0,Kansas State,Kansas State/USA,USA
Brodric,Thomas,"Thomas, Brodric",1630271,1610612738,97,G,6,5,1.96,185.0,83.9,1997-01-28,2020,1,Truman State,Truman State/USA,USA
Braxton,Key,"Key, Braxton",1630296,1610612765,17,F,6,8,2.03,225.0,102.1,1997-02-14,2021,0,Virginia,Virginia/USA,USA
Brandon,Williams,"Williams, Brandon",1630314,1610612757,8,G,6,2,1.88,190.0,86.2,1999-11-22,2021,0,Arizona,Arizona/USA,USA
Lindy,Waters III,"Waters III, Lindy",1630322,1610612760,12,F,6,6,1.98,215.0,97.5,1997-07-28,2021,0,Oklahoma State,Oklahoma State/USA,USA
Matt,Ryan,"Ryan, Matt",1630346,1610612738,0,F,6,7,2.01,215.0,97.5,1997-04-17,2021,0,Tennessee-Chattanooga,Tennessee-Chattanooga/USA,USA
Luca,Vildoza,"Vildoza, Luca",1630492,1610612749,6,G,6,3,1.9,190.0,86.2,1995-08-11,0,0,Baskonia,Baskonia/Argentina,Argentina
David,Johnson,"Johnson, David",1630525,1610612761,13,G,6,4,1.93,203.0,92.1,2001-02-26,2021,0,Louisville,Louisville/USA,USA
Jeremiah,Robinson-Earl,"Robinson-Earl, Jeremiah",1630526,1610612760,50,F,6,8,2.03,242.0,109.8,2000-11-03,2021,0,Villanova,Villanova/USA,USA
Brandon,Boston Jr.,"Boston Jr., Brandon",1630527,1610612746,4,G,6,6,1.98,188.0,85.3,2001-11-28,2021,0,Kentucky,Kentucky/USA,USA
Josh,Christopher,"Christopher, Josh",1630528,1610612745,9,G,6,3,1.9,215.0,97.5,2001-12-08,2021,0,Arizona State,Arizona State/USA,USA
Herbert,Jones,"Jones, Herbert",1630529,1610612740,5,F,6,7,2.01,206.0,93.4,1998-10-06,2021,0,Alabama,Alabama/USA,USA
Trey,Murphy III,"Murphy III, Trey",1630530,1610612740,25,F,6,8,2.03,206.0,93.4,2000-06-18,2021,0,Virginia,Virginia/USA,USA
Jaden,Springer,"Springer, Jaden",1630531,1610612755,11,G,6,4,1.93,202.0,91.6,2002-09-25,2021,0,Tennessee,Tennessee/USA,USA
Franz,Wagner,"Wagner, Franz",1630532,1610612753,22,F,6,10,2.08,220.0,99.8,2001-08-27,2021,0,Michigan,Michigan/Germany,Germany
Ziaire,Williams,"Williams, Ziaire",1630533,1610612763,8,F,6,9,2.06,185.0,83.9,2001-09-12,2021,0,Stanford,Stanford/USA,USA
Greg,Brown III,"Brown III, Greg",1630535,1610612757,4,F,6,7,2.01,206.0,93.4,2001-09-01,2021,0,Texas-Austin,Texas-Austin/USA,USA
Sharife,Cooper,"Cooper, Sharife",1630536,1610612737,2,G,6,1,1.85,176.0,79.8,2001-06-11,2021,0,Auburn,Auburn/USA,USA
Chris,Duarte,"Duarte, Chris",1630537,1610612754,3,G,6,5,1.96,190.0,86.2,1997-06-13,2021,0,Oregon,Oregon/Dominican Republic,Dominican Republic
Bones,Hyland,"Hyland, Bones",1630538,1610612743,3,G,6,2,1.88,169.0,76.7,2000-09-14,2021,0,Virginia Commonwealth,Virginia Commonwealth/USA,USA
Kai,Jones,"Jones, Kai",1630539,1610612766,23,C-F,6,10,2.08,221.0,100.2,2001-01-19,2021,0,Texas-Austin,Texas-Austin/Bahamas,Bahamas
Miles,McBride,"McBride, Miles",1630540,1610612752,2,G,6,1,1.85,195.0,88.5,2000-09-08,2021,0,West Virginia,West Virginia/USA,USA
Moses,Moody,"Moody, Moses",1630541,1610612744,4,G,6,5,1.96,211.0,95.7,2002-05-31,2021,0,Arkansas,Arkansas/USA,USA
Isaiah,Jackson,"Jackson, Isaiah",1630543,1610612754,23,F,6,10,2.08,205.0,93.0,2002-01-10,2021,0,Kentucky,Kentucky/USA,USA
Tre,Mann,"Mann, Tre",1630544,1610612760,23,G,6,3,1.9,178.0,80.7,2001-02-03,2021,0,Florida,Florida/USA,USA
James,Bouknight,"Bouknight, James",1630547,1610612766,5,G,6,4,1.93,190.0,86.2,2000-09-18,2021,0,Connecticut,Connecticut/USA,USA
Day'Ron,Sharpe,"Sharpe, Day'Ron",1630549,1610612751,20,F,6,9,2.06,265.0,120.2,2001-11-06,2021,0,North Carolina,North Carolina/USA,USA
JT,Thor,"Thor, JT",1630550,1610612766,21,F,6,9,2.06,203.0,92.1,2002-08-26,2021,0,Auburn,Auburn/USA,USA
Justin,Champagnie,"Champagnie, Justin",1630551,1610612761,11,G-F,6,6,1.98,206.0,93.4,2001-06-29,2021,0,Pittsburgh,Pittsburgh/USA,USA
Jalen,Johnson,"Johnson, Jalen",1630552,1610612737,1,F,6,8,2.03,219.0,99.3,2001-12-18,2021,0,Duke,Duke/USA,USA
